SSC_CODE_2016,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
SSC50041,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC50042,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,15
SSC50043,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,4,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,19,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,6,7,0,17,0,0,0,0,0,3,0,3,3,0,0,3,5,5,0,9,3,0,0,4,0,5,0,4,0,3,0,3,0,0,0,0,0,0,0,0,17,21,0,42
SSC50044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,3,0,4,0,0,0,0,0,0,0,0,3,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,10,0,4,0,3,3,3,0,3,0,0,0,0,0,0,0,0,6,13,0,23
SSC50045,0,0,0,3,0,0,0,0,0,3,0,3,3,0,0,3,7,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,13,0,0,0,3,0,0,0,0,0,3,0,4,4,0,0,10,7,0,0,9,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,34
SSC50046,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,7,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,3,3,0,10,3,0,0,3,0,0,0,0,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,3,5,10,0,16
SSC50047,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,7,14
SSC50048,0,3,0,3,0,0,0,5,3,9,0,14,4,7,0,10,10,12,0,19,8,11,0,14,4,9,0,13,0,0,0,5,0,0,0,0,34,50,0,87,0,0,0,0,0,3,0,3,4,14,0,17,9,3,0,7,8,3,0,13,8,7,0,16,5,3,0,10,3,0,0,3,0,0,0,0,39,34,4,75,0,3,0,3,3,6,0,8,8,20,0,30,9,13,0,18,24,12,0,37,17,19,0,34,16,12,0,26,7,0,0,6,0,0,0,0,73,82,3,165
SSC50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,11
SSC50050,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,4,3,0,3,0,0,0,0,0,6,0,0,4,4,0,0,0,0,4,12,6,25,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,11,16,0,0,0,3,0,3,0,6,0,3,0,5,0,0,3,3,0,5,4,10,0,4,0,4,0,3,0,6,0,0,5,5,0,0,0,0,3,20,19,40
SSC50051,5,14,5,27,3,17,3,20,4,46,0,54,8,56,4,66,12,57,8,79,17,65,12,88,14,62,8,87,4,20,3,25,0,0,0,0,69,339,39,448,3,28,0,29,0,11,0,10,19,41,3,62,25,43,3,69,20,65,6,93,11,77,9,99,11,57,8,75,3,17,0,20,0,0,0,7,95,327,36,459,13,41,4,55,3,26,3,31,21,85,7,109,32,92,7,137,32,122,12,170,24,139,22,187,26,117,13,161,3,37,3,42,3,0,0,10,170,662,71,904
SSC50052,3,7,0,7,0,0,0,5,3,0,0,6,0,0,0,0,8,11,3,17,3,7,0,12,3,7,0,4,3,5,0,4,0,0,0,0,27,36,5,62,3,6,4,15,0,0,0,0,4,3,0,7,6,12,0,11,8,5,3,19,0,3,0,5,5,3,0,10,3,0,0,5,0,0,0,0,30,35,7,71,7,11,4,25,0,0,0,5,3,4,0,7,6,12,0,15,15,12,4,34,8,14,0,18,6,3,0,13,9,5,0,13,0,0,0,0,51,64,12,131
SSC50053,39,172,25,236,33,280,21,340,96,821,94,1013,95,561,51,701,102,472,42,614,55,357,29,438,46,306,35,386,35,291,49,377,6,75,51,129,498,3332,404,4242,50,153,9,215,55,211,24,285,120,763,73,961,136,540,44,717,121,450,27,599,61,436,38,542,66,451,61,576,52,323,69,438,9,121,104,236,669,3452,452,4573,89,329,38,450,89,495,47,631,212,1585,167,1974,231,1092,94,1421,220,921,72,1215,119,795,70,981,112,758,101,965,86,614,118,817,15,197,154,360,1168,6785,860,8811
SSC50054,145,677,76,899,87,861,109,1052,245,2417,289,2949,328,1806,220,2357,258,1393,159,1814,135,803,105,1041,109,521,70,697,29,229,33,292,3,44,5,50,1346,8746,1064,11150,188,708,91,981,163,947,125,1237,455,2583,267,3305,525,1713,155,2386,310,1341,129,1769,175,826,86,1086,116,604,68,786,30,217,31,277,0,45,9,54,1958,8983,945,11890,331,1385,167,1881,251,1807,230,2285,702,4999,553,6259,853,3516,377,4750,565,2732,283,3585,309,1628,193,2130,228,1121,136,1490,64,446,58,567,3,85,13,100,3299,17731,2016,23041
SSC50055,30,260,37,332,57,447,63,561,182,1234,186,1599,114,701,85,897,68,560,90,722,44,399,51,492,43,295,52,387,23,165,31,221,0,37,9,47,561,4098,601,5254,43,244,32,320,71,404,51,524,205,1111,135,1448,98,618,80,800,76,450,54,583,78,429,65,573,46,341,58,450,18,177,42,242,0,41,7,52,632,3819,534,4989,77,504,72,655,125,847,111,1087,380,2343,323,3046,212,1320,164,1700,146,1015,140,1303,123,823,118,1061,89,637,109,834,40,343,70,464,0,84,13,97,1192,7918,1133,10241
SSC50056,0,8,0,13,4,3,0,4,4,17,0,21,7,16,3,27,6,17,4,25,17,30,0,48,26,29,4,56,9,9,0,20,3,0,0,3,72,136,15,225,7,3,0,11,0,4,0,3,6,14,0,22,12,3,3,20,16,10,4,33,34,43,7,80,32,22,3,63,9,4,3,14,0,3,0,3,121,112,18,256,8,9,0,22,3,9,0,14,11,28,3,47,18,25,5,46,22,26,4,58,53,73,9,136,54,52,9,122,16,13,3,35,4,3,0,8,192,244,35,476
SSC50057,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,9,3,16,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,0,0,3,0,3,0,6,3,8,0,0,0,4,3,0,0,3,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,3,17,6,20
SSC50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50059,0,0,0,3,0,0,0,0,0,0,0,4,4,3,0,3,3,0,0,5,3,9,0,11,3,3,0,5,0,3,0,3,0,0,0,0,10,15,0,32,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,6,4,6,0,5,3,3,0,9,0,0,0,4,0,3,0,3,0,0,0,0,16,13,3,27,0,0,0,4,0,0,0,0,0,3,0,3,3,5,0,7,4,3,0,12,6,11,3,18,3,3,3,7,0,4,0,3,0,0,0,0,25,26,6,61
SSC50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SSC50061,117,652,59,822,102,623,53,772,107,1040,67,1220,136,887,62,1080,197,1195,74,1470,147,983,57,1189,71,457,31,555,28,200,18,240,0,55,9,70,901,6085,436,7423,180,536,49,759,131,530,35,699,148,978,55,1186,229,912,49,1196,250,1282,68,1604,151,991,44,1180,76,452,39,566,19,236,26,280,4,81,8,99,1183,6003,373,7560,294,1179,102,1577,235,1157,84,1473,256,2026,123,2401,367,1798,111,2281,453,2473,143,3071,300,1967,108,2372,142,906,74,1118,46,435,45,520,3,139,15,161,2088,12088,806,14981
SSC50062,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,4,4,0,5,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,15,0,0,0,0,0,0,0,0,8,3,0,9,0,0,0,0,0,0,0,3,6,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,9,5,3,19
SSC50063,0,3,0,3,0,5,0,5,0,0,0,0,0,0,0,3,3,3,0,5,4,3,0,7,0,8,0,12,0,3,0,3,0,0,0,0,8,23,0,37,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,3,0,0,8,0,3,0,7,0,4,0,4,0,0,0,0,0,0,0,0,7,16,0,22,0,3,0,3,0,5,0,5,0,0,0,0,3,3,0,9,5,5,0,15,3,5,0,10,0,12,0,15,0,7,0,7,0,0,0,0,14,40,0,59
SSC50064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,7,0,8,0,5,0,5,0,0,0,0,0,0,0,0,9,9,3,24,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,3,0,3,0,3,0,8,0,3,0,5,0,0,0,0,0,0,0,0,7,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,9,3,6,0,5,8,5,0,16,0,4,0,11,0,0,0,0,0,0,0,0,13,20,3,41
SSC50065,0,0,0,3,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,4,0,0,0,0,0,0,0,0,3,14,5,24,0,0,0,0,0,4,0,4,0,3,0,4,0,0,0,3,3,4,0,4,0,3,3,5,0,0,0,0,0,0,0,3,0,0,0,0,6,14,4,20,0,0,0,3,0,3,0,3,0,4,3,10,3,0,0,3,0,4,0,7,0,6,4,10,3,0,0,3,0,0,0,3,0,0,0,0,6,23,10,40
SSC50066,0,4,0,6,5,5,0,9,4,9,0,17,3,9,3,22,12,12,4,21,3,17,0,23,0,16,4,19,0,3,0,3,0,0,0,0,30,71,14,115,3,8,0,10,0,4,0,8,13,9,3,21,11,11,3,23,10,8,0,23,3,12,3,22,5,4,0,11,0,3,0,3,0,0,0,0,44,73,12,123,3,15,0,17,7,10,0,18,16,15,3,37,12,19,10,41,24,17,3,45,9,31,7,42,5,22,5,30,0,5,0,7,0,0,0,0,68,145,27,237
SSC50067,0,6,0,4,0,10,0,13,7,44,0,54,3,33,0,36,3,22,3,28,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,16,128,14,153,0,0,0,0,0,0,0,0,5,16,0,20,0,4,0,4,0,10,0,9,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,27,0,38,0,4,0,11,0,15,0,13,12,55,6,71,3,37,0,45,6,25,3,35,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,23,157,13,189
SSC50068,17,51,11,83,11,66,0,74,35,141,18,198,23,103,7,142,32,100,13,148,17,92,9,120,14,59,7,74,0,22,3,19,0,6,0,6,152,646,66,860,17,49,3,69,21,63,0,84,25,146,12,184,34,92,4,133,30,103,16,143,25,91,11,130,6,60,3,74,0,15,3,20,0,7,0,14,157,639,55,845,36,98,13,151,27,132,0,159,59,294,33,379,61,197,18,278,65,207,26,296,44,191,19,249,15,121,8,145,0,34,7,42,0,15,0,17,310,1283,120,1711
SSC50069,39,244,22,309,39,281,25,354,101,929,88,1116,88,585,47,721,50,358,34,445,14,185,15,215,11,52,3,68,3,19,3,22,0,3,0,3,351,2664,250,3258,70,214,26,303,55,296,26,380,157,965,83,1209,138,587,35,758,66,374,31,473,24,222,22,269,9,91,3,104,4,19,0,26,0,8,0,12,531,2773,233,3531,107,458,46,614,94,585,48,732,259,1891,178,2323,226,1171,84,1485,120,731,70,922,36,403,38,480,24,145,13,174,7,39,3,52,0,13,0,15,879,5435,477,6793
SSC50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50071,0,0,0,0,0,3,0,3,6,21,3,30,4,15,0,21,6,13,5,25,3,12,3,16,0,0,0,0,0,0,0,0,0,0,0,0,22,55,14,94,0,0,0,0,0,0,0,0,0,4,0,7,9,3,0,7,4,7,0,12,3,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,16,12,0,31,0,0,0,0,0,3,0,3,11,25,3,37,10,16,0,25,12,18,10,33,3,12,6,22,0,3,0,0,0,3,0,3,0,0,0,0,31,76,17,123
SSC50072,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,3,0,0,3,4,0,0,4,0,5,0,3,0,0,0,0,0,0,0,0,9,12,0,21
SSC50073,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,0,0,3,12,0,12
SSC50074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,6,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,3,0,0,0,8,4,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,8,6,5,21
SSC50075,15,32,0,50,3,24,0,29,3,16,0,26,12,46,6,68,14,55,3,69,6,42,3,57,7,43,8,64,0,18,0,23,0,5,0,5,60,291,22,376,13,20,0,27,6,21,3,28,8,29,0,32,23,41,0,67,16,58,4,81,11,37,5,62,5,34,3,45,8,15,3,23,0,3,0,3,85,254,20,362,21,53,0,80,8,39,0,51,11,48,3,60,38,86,9,130,28,119,3,152,22,87,11,112,21,78,8,107,8,35,4,43,0,8,0,8,147,552,45,737
SSC50076,0,0,0,0,3,47,6,57,40,448,103,595,41,386,135,556,29,274,87,391,10,128,46,185,3,17,8,23,0,0,0,0,0,0,0,0,125,1300,385,1813,0,0,0,0,0,5,3,7,4,45,10,56,0,25,3,28,3,30,6,33,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,10,114,29,151,0,0,0,0,4,52,9,69,45,492,119,656,41,406,138,590,36,308,92,428,8,146,49,202,3,17,5,24,0,0,0,0,0,0,0,0,137,1420,410,1961
SSC50077,0,14,0,14,0,10,0,5,0,12,0,12,0,6,0,6,11,15,4,26,6,19,4,28,6,17,0,18,0,11,3,8,0,0,0,0,21,88,13,127,0,5,0,7,0,12,0,10,0,3,0,8,3,7,0,11,12,20,4,29,6,17,0,27,3,7,4,17,0,5,0,5,0,3,0,3,32,81,7,121,3,21,0,23,0,15,0,19,0,13,0,21,3,12,0,17,23,35,3,57,16,32,8,54,8,22,4,34,0,11,3,11,0,3,0,3,59,167,16,244
SSC50078,79,198,12,285,45,240,20,303,96,590,49,734,137,571,45,748,156,545,52,756,101,431,35,563,76,287,28,396,27,167,26,222,6,48,4,59,733,3076,272,4079,77,173,19,279,52,188,12,256,136,596,44,780,222,540,42,802,190,493,42,724,113,484,30,629,92,351,29,474,41,192,37,273,6,145,28,182,931,3177,287,4392,159,375,31,560,101,431,31,559,237,1194,90,1513,360,1106,86,1554,348,1036,95,1483,210,918,69,1199,164,643,59,871,69,359,65,494,17,198,32,238,1663,6249,556,8466
SSC50079,31,111,3,153,26,112,6,152,28,178,7,218,57,162,15,231,60,168,9,235,49,157,16,221,45,121,7,168,16,63,10,90,0,20,3,24,319,1096,71,1484,34,89,6,133,36,96,9,137,39,153,10,201,63,162,6,237,87,185,14,279,52,184,7,242,56,133,14,201,13,71,3,90,3,57,13,78,379,1127,83,1590,69,202,14,279,62,211,11,287,69,336,13,415,125,319,21,470,144,352,20,517,94,338,25,461,99,252,22,372,26,139,9,179,3,75,17,97,697,2220,152,3075
SSC50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50081,14,75,27,116,19,62,24,102,69,285,84,431,97,289,59,451,52,165,55,273,20,84,22,122,3,16,10,34,0,3,0,3,0,0,0,0,282,978,276,1536,23,64,18,104,19,92,23,136,105,302,73,478,108,218,51,377,69,138,47,251,21,62,16,99,3,9,4,12,0,0,3,4,0,0,0,0,355,876,237,1467,42,138,40,227,37,158,43,241,173,583,152,913,210,506,112,830,124,297,102,520,40,140,42,219,6,24,12,49,0,3,0,6,0,0,0,0,632,1851,513,3004
SSC50082,20,79,11,113,8,56,5,73,29,119,9,150,45,116,14,171,33,125,15,176,35,134,7,177,37,96,3,137,25,58,13,98,4,13,0,18,238,791,83,1112,21,59,8,95,11,45,4,56,37,119,4,163,71,121,12,212,51,135,7,198,43,145,13,198,51,106,11,171,18,57,11,88,0,17,3,18,311,817,73,1192,47,142,19,208,17,109,9,130,60,240,17,313,118,240,24,378,91,258,29,372,81,275,16,374,89,199,14,306,42,122,18,178,4,32,6,44,552,1606,154,2310
SSC50083,98,226,19,343,69,326,22,424,164,922,82,1164,194,879,64,1141,220,734,69,1016,140,617,45,803,81,393,51,521,31,192,56,285,8,99,42,151,1014,4381,446,5844,94,223,17,334,80,260,20,366,255,892,57,1200,295,815,67,1173,293,644,50,987,183,604,51,836,97,397,56,544,53,250,66,377,9,171,111,293,1368,4253,496,6118,196,444,33,680,153,589,40,782,421,1813,139,2368,491,1693,131,2317,510,1376,119,2009,325,1220,95,1642,171,785,102,1065,90,450,126,665,23,267,156,444,2381,8637,946,11967
SSC50084,9,35,6,55,7,32,5,44,24,74,10,100,20,70,12,102,21,61,5,98,18,63,10,88,17,39,5,67,11,24,8,41,0,8,3,10,119,417,63,597,3,26,8,33,4,25,9,38,19,64,5,92,25,54,9,91,25,62,3,92,22,70,9,104,14,41,7,59,13,35,11,54,3,22,0,28,133,403,58,593,14,59,9,84,13,59,9,76,44,138,16,199,46,127,19,188,47,127,13,190,39,132,22,193,34,81,16,121,16,65,15,100,3,37,4,41,251,819,122,1194
SSC50085,0,0,0,0,0,0,0,0,5,0,0,5,9,0,0,6,13,7,3,15,4,6,0,11,3,5,0,11,3,0,0,3,0,0,0,3,39,19,3,59,0,0,0,0,0,3,0,4,7,3,0,12,13,3,0,14,6,0,0,8,5,0,0,3,3,3,0,4,0,3,0,3,0,0,0,0,34,16,8,59,0,0,0,0,0,3,0,4,12,3,0,20,18,3,0,29,22,4,3,30,9,5,0,19,6,8,3,19,3,3,0,3,0,0,0,3,77,32,8,116
SSC50086,24,87,10,117,25,107,10,141,69,252,27,346,65,231,33,329,78,244,31,349,60,224,20,308,45,136,13,195,13,126,9,149,0,45,6,48,378,1462,150,1983,38,94,11,145,16,75,13,98,69,239,24,325,106,235,22,362,112,247,21,380,74,221,17,309,41,202,10,255,18,149,22,187,6,53,6,67,467,1524,144,2131,59,178,19,263,36,183,19,240,131,497,46,674,170,471,48,691,186,494,55,729,136,445,40,617,92,341,24,452,27,282,31,337,6,97,14,116,844,2982,291,4112
SSC50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50088,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,0,5,4,5,0,4,0,0,0,3,0,0,0,0,0,0,0,0,7,12,0,26,0,0,0,3,0,0,0,0,0,4,0,10,4,0,0,6,3,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,16,3,27,0,0,0,3,0,0,0,0,0,7,0,12,9,8,0,10,3,7,0,8,6,3,0,10,0,3,0,4,0,0,0,0,0,0,0,0,20,28,3,52
