SSC_CODE_2016,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_yrs_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_yrs_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_yrs_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_yrs_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_yrs_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_yrs_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_yrs_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_yrs_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_yrs_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_yrs_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_yrs_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_yrs_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_yrs_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_yrs_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_yrs_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_yrs_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_yrs_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_yrs_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_yrs_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_yrs_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_yrs_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_yrs_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_yrs_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_yrs_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_yrs_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_yrs_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_yrs_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
SSC50032,3,103,7,110,3,146,6,161,0,63,0,62,5,71,4,83,0,184,19,201,0,171,16,187,0,139,5,151,7,83,10,95,10,71,7,84,9,69,3,82,10,14,0,29,46,1126,72,1240,3,118,4,125,3,151,12,163,0,64,3,65,0,62,8,64,3,190,11,206,0,196,16,212,4,136,3,147,8,104,11,119,11,139,3,152,15,118,11,141,11,13,3,26,52,1296,72,1418,9,217,7,236,7,299,21,326,4,122,5,126,5,131,12,146,3,379,26,412,0,368,28,396,4,274,13,292,13,187,15,214,13,211,10,235,24,192,7,222,17,31,3,47,102,2416,140,2665
SSC50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,15
SSC50034,0,43,4,46,3,78,4,84,0,32,3,36,0,23,4,29,5,99,8,111,7,104,8,115,10,72,4,84,8,56,7,70,8,44,4,54,5,28,0,33,3,7,0,8,40,586,46,670,0,41,3,43,0,61,0,68,0,26,0,27,0,30,3,30,8,106,3,116,0,88,7,95,9,75,7,89,5,57,3,64,5,50,4,56,4,39,3,46,6,7,0,11,35,571,34,645,0,81,8,85,3,140,7,148,0,62,3,62,0,54,6,62,12,207,12,224,4,191,17,215,17,145,18,174,15,112,14,139,13,91,6,108,9,66,3,79,10,17,0,19,78,1155,84,1317
SSC50035,0,143,11,153,12,384,17,410,8,200,5,212,3,154,14,174,8,264,22,291,0,331,20,348,3,459,31,490,9,346,17,367,5,252,12,271,17,147,14,173,22,46,11,77,82,2729,160,2969,0,124,10,131,7,440,78,522,4,228,70,306,5,203,9,218,0,263,17,285,3,396,15,419,0,511,29,539,8,332,17,353,17,265,10,292,23,169,9,206,30,54,8,90,98,2986,280,3367,3,265,22,290,17,821,94,935,6,430,76,518,5,360,25,392,7,526,39,575,11,718,37,765,8,965,60,1029,12,681,32,724,22,524,18,558,42,314,21,384,52,103,21,170,178,5711,443,6335
SSC50036,7,331,11,348,31,798,25,857,14,360,12,386,6,246,12,260,7,507,22,536,3,798,39,838,9,652,26,679,11,268,19,291,15,148,7,173,16,43,3,65,3,10,0,10,121,4162,178,4454,3,319,12,332,10,783,15,808,4,354,11,371,9,253,13,270,3,575,19,599,5,877,31,912,12,650,27,687,9,321,12,343,16,163,14,188,12,60,6,75,7,8,0,18,93,4353,157,4603,7,656,19,676,46,1580,47,1670,17,718,25,757,12,494,20,525,11,1083,42,1134,8,1673,65,1756,16,1296,51,1366,21,583,31,642,33,315,21,365,25,106,10,139,8,19,0,28,214,8520,330,9063
SSC50037,6,369,16,392,15,556,10,588,3,156,9,163,3,144,4,155,3,529,28,560,4,612,29,641,3,295,8,306,4,138,13,155,6,68,0,78,17,24,3,45,12,3,0,15,79,2899,125,3101,3,391,11,403,8,483,19,511,0,150,7,161,3,162,10,169,0,636,33,664,3,620,24,643,7,280,8,302,10,165,13,183,16,70,4,87,21,14,4,44,38,3,6,52,112,2977,139,3228,7,757,30,793,29,1039,31,1100,9,310,15,330,4,309,15,324,6,1162,65,1232,4,1227,51,1284,13,581,20,611,14,307,20,341,18,139,4,167,36,46,12,94,49,8,10,60,186,5870,262,6324
SSC50038,0,19,0,19,0,43,6,43,0,33,6,38,0,10,0,11,4,36,8,48,3,45,6,51,3,82,4,94,3,111,7,124,6,122,5,133,3,69,9,84,9,19,4,29,40,576,54,670,0,19,0,24,0,43,0,48,3,18,0,24,0,19,0,20,0,40,3,43,3,41,0,45,3,84,10,97,7,118,13,131,11,119,14,137,13,78,8,96,16,24,3,51,49,610,50,715,0,41,0,39,0,82,3,87,3,55,8,64,0,34,3,38,6,74,10,89,10,82,3,98,7,165,11,189,9,229,22,256,16,238,21,276,17,154,14,182,27,42,12,74,87,1190,110,1382
SSC50039,12,574,48,631,54,1098,73,1217,15,429,40,486,16,329,17,363,4,846,70,922,20,922,75,1015,23,802,82,906,34,632,79,742,44,450,46,538,26,189,28,242,27,27,4,60,259,6290,570,7125,5,550,23,580,17,1101,66,1186,5,418,34,462,3,307,29,342,13,1018,70,1098,16,967,77,1063,19,835,71,924,33,723,57,819,33,503,61,590,46,193,27,271,31,43,15,85,223,6657,536,7416,14,1127,73,1208,67,2199,142,2404,22,853,76,949,13,638,49,697,13,1865,138,2014,40,1883,155,2080,44,1636,153,1834,63,1353,138,1556,74,946,106,1128,79,378,55,514,55,71,14,148,481,12946,1106,14539
SSC50040,9,502,25,539,30,820,45,891,8,279,11,300,5,312,21,338,6,935,65,1008,4,797,52,854,4,519,30,560,6,226,16,253,11,144,15,166,13,45,3,68,3,3,0,11,106,4588,285,4973,0,505,27,535,25,727,37,785,3,288,16,304,4,339,23,368,4,1025,50,1082,12,873,48,932,10,549,36,591,16,292,17,328,17,161,15,187,21,48,3,78,5,3,0,9,113,4816,272,5200,12,1010,55,1076,51,1539,79,1678,12,564,30,602,11,651,45,703,11,1962,120,2091,10,1675,97,1784,16,1071,64,1148,25,519,30,578,25,301,25,355,35,95,9,144,8,6,0,17,218,9398,555,10173
SSC50041,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6
SSC50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13
SSC50043,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,4,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,28,0,3,0,3,0,7,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,28,0,29,0,5,0,8,0,11,0,11,0,0,0,0,0,0,0,3,0,3,0,3,0,9,0,9,0,4,0,4,0,5,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,52,0,54
SSC50044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,0,10,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,23,0,23
SSC50045,0,0,0,0,0,6,0,6,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16,0,0,0,0,0,8,0,8,0,3,0,3,0,0,0,0,0,3,0,4,0,10,0,10,0,7,0,9,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,37
SSC50046,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,10,0,10,0,3,0,3,0,0,0,0,0,3,0,3,0,4,0,4,0,0,0,0,0,3,0,3,0,23,0,23
SSC50047,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,13,3,16
SSC50048,0,3,0,3,0,9,0,10,0,3,0,3,0,5,0,5,0,8,3,14,0,10,0,10,0,19,0,19,0,14,0,14,0,13,0,13,0,5,0,5,0,0,0,0,0,96,3,100,0,8,0,8,0,11,0,11,0,0,0,0,0,3,0,3,0,19,0,17,0,6,0,7,0,14,0,13,0,15,0,16,0,8,0,10,0,3,0,3,0,0,0,0,0,88,5,97,0,10,0,10,0,17,4,16,0,3,0,3,0,8,0,8,0,27,3,30,0,20,0,18,0,36,5,37,0,34,0,34,0,20,0,26,0,6,0,6,0,0,0,0,4,184,14,193
SSC50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,11
SSC50050,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,3,0,0,0,0,0,3,4,3,0,0,0,0,0,6,0,6,0,0,4,4,0,0,0,0,3,13,7,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,13,6,16,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,6,0,4,0,5,0,3,0,3,0,5,4,10,0,0,0,4,0,6,0,6,0,0,5,5,0,0,0,0,3,22,15,40
SSC50051,0,27,3,30,3,81,8,93,0,22,0,27,0,21,3,20,0,50,4,54,3,61,6,66,8,65,3,79,4,82,4,88,11,74,7,87,4,21,0,25,0,0,0,0,31,509,29,574,0,23,0,26,0,62,3,65,0,28,0,29,0,10,0,10,0,59,3,62,0,67,3,69,4,86,9,93,3,88,3,99,3,67,4,75,0,15,0,20,0,7,0,7,10,511,28,545,0,52,3,59,6,142,9,157,0,57,0,55,0,34,3,31,4,106,6,109,3,130,8,137,6,149,8,170,5,173,12,187,13,137,6,161,6,34,0,42,0,10,0,10,43,1016,60,1118
SSC50052,0,4,0,4,0,10,0,15,0,7,0,7,0,4,0,5,0,6,0,6,0,0,0,0,0,18,3,17,0,12,0,12,0,4,0,4,0,4,0,4,0,0,0,0,0,74,4,80,0,0,0,0,0,14,3,17,0,14,4,15,0,0,0,0,0,5,0,7,0,15,0,11,0,15,4,19,0,5,0,5,0,6,0,10,0,3,0,5,0,0,0,0,0,70,13,87,0,4,0,4,0,23,3,26,0,18,4,25,0,4,0,5,0,9,0,7,0,12,0,15,0,28,4,34,0,18,0,18,0,10,0,13,0,13,0,13,0,0,0,0,0,146,20,164
SSC50053,0,295,24,325,15,427,24,468,10,207,19,236,6,309,23,340,15,907,95,1013,19,647,40,701,37,539,43,614,20,384,30,438,33,328,32,386,75,261,45,377,40,49,42,129,260,4344,422,5032,0,287,15,302,4,443,25,479,4,206,9,215,9,257,23,285,16,873,72,961,19,655,38,717,25,546,26,599,24,477,38,542,41,479,54,576,99,287,52,438,68,69,96,236,314,4585,453,5354,0,580,39,625,22,876,55,948,10,413,31,450,12,565,46,631,23,1780,169,1974,40,1301,78,1421,61,1087,67,1215,50,859,74,981,76,806,81,965,170,550,98,817,111,119,137,360,575,8931,875,10382
SSC50054,28,1521,123,1666,102,2401,173,2681,26,810,63,899,21,927,106,1052,22,2640,291,2949,23,2123,213,2357,30,1618,168,1814,37,905,104,1041,52,587,63,697,42,220,25,292,15,36,3,50,380,13776,1339,15495,11,1476,125,1615,44,2421,182,2650,18,896,69,981,6,1100,127,1237,22,3009,274,3305,32,2194,165,2386,36,1606,128,1769,48,961,79,1086,50,682,55,786,38,220,24,277,27,22,7,54,327,14591,1231,16151,36,2991,249,3276,145,4821,358,5332,44,1710,129,1881,28,2025,236,2285,47,5646,558,6259,50,4319,382,4750,61,3222,299,3585,85,1864,182,2130,100,1273,123,1490,84,435,45,567,39,58,8,100,713,28368,2570,31653
SSC50055,5,515,69,590,28,564,84,679,11,300,27,332,3,503,54,561,15,1409,170,1599,18,811,74,897,34,606,83,722,44,408,43,492,50,286,48,387,51,143,20,221,23,20,0,47,274,5575,671,6521,4,468,73,546,9,558,65,632,9,285,28,320,8,464,53,524,18,1303,133,1448,21,701,74,800,36,493,50,583,55,454,59,573,60,347,40,450,64,154,26,242,25,18,8,52,300,5249,612,6167,9,984,143,1133,31,1129,152,1308,12,588,56,655,14,966,103,1087,28,2711,307,3046,37,1506,151,1700,66,1105,135,1303,98,859,106,1061,112,632,85,834,114,298,52,464,48,43,7,97,577,10822,1282,12685
SSC50056,0,7,0,7,0,21,0,21,0,13,0,13,0,4,0,4,0,21,0,21,0,21,4,27,0,22,3,25,0,49,3,48,8,46,4,56,0,17,0,20,0,3,0,3,11,221,18,256,0,13,3,14,0,17,0,19,0,11,0,11,0,3,0,3,0,21,3,22,0,21,0,20,0,30,4,33,3,74,5,80,3,52,3,63,0,14,3,14,0,3,0,3,12,261,24,288,0,17,3,22,0,43,0,45,0,22,0,22,0,11,0,14,0,39,3,47,0,41,5,46,0,56,8,58,5,117,11,136,13,100,9,122,0,30,3,35,3,3,0,8,23,478,43,544
SSC50057,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,3,9,6,15,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,14,0,5,0,7,0,3,0,6,0,0,0,0,0,3,0,3,0,6,3,8,0,4,0,4,0,4,0,3,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,3,21,9,34
SSC50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50059,0,3,0,3,0,7,0,7,0,3,0,3,0,0,0,0,0,0,0,4,0,3,0,3,0,5,0,5,0,8,0,11,0,3,0,5,0,0,0,3,0,0,0,0,3,30,3,38,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,6,0,5,0,5,0,6,0,9,0,0,0,4,0,3,0,3,0,0,0,0,0,30,3,38,0,3,0,3,0,11,0,11,0,4,0,4,0,0,0,0,0,5,0,3,0,7,0,7,0,12,0,12,0,14,0,18,0,7,3,7,0,6,0,3,0,0,0,0,3,67,7,77
SSC50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SSC50061,14,527,21,562,65,1212,56,1334,22,765,33,822,15,713,48,772,16,1140,65,1220,13,1029,43,1080,45,1350,76,1470,46,1077,65,1189,45,478,28,555,46,189,11,240,35,27,4,70,352,8509,455,9312,3,514,26,538,23,1210,54,1290,9,722,28,759,6,663,25,699,19,1103,65,1186,22,1131,44,1196,47,1469,85,1604,60,1072,47,1180,53,492,24,566,75,197,14,280,55,36,4,99,379,8615,405,9392,16,1039,46,1099,89,2427,109,2618,29,1490,64,1577,22,1381,71,1473,36,2241,126,2401,32,2159,86,2281,89,2819,160,3071,109,2154,112,2372,98,967,57,1118,120,385,19,520,88,58,11,161,730,17118,856,18704
SSC50062,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,15,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,3,0,3,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,24,3,26
SSC50063,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,5,0,0,0,0,0,3,0,3,0,6,0,5,0,7,0,7,0,6,0,12,0,0,0,3,0,0,0,0,0,33,3,38,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,8,0,8,0,4,0,7,0,4,0,4,0,0,0,0,0,0,0,0,3,26,0,27,0,0,0,0,0,4,0,4,0,3,0,3,0,5,0,5,0,0,0,0,0,9,0,9,0,12,0,15,0,8,0,10,0,15,0,15,3,5,0,7,0,0,0,0,3,60,3,66
SSC50064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,10,0,8,0,5,0,5,0,0,0,0,0,0,0,0,0,20,3,21,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,3,0,3,0,8,0,8,0,5,0,5,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,4,0,5,0,12,0,16,0,8,0,11,0,0,0,0,0,0,0,0,0,44,3,45
SSC50065,0,3,0,3,0,0,0,0,0,3,0,3,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,20,3,23,0,4,0,6,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,4,0,3,0,3,0,4,0,4,0,5,3,5,0,0,0,0,0,0,0,3,0,0,0,0,0,18,6,28,0,8,0,7,0,0,0,0,0,3,0,3,0,3,0,3,0,5,3,10,0,3,0,3,0,7,0,7,0,7,4,10,0,3,0,3,0,0,0,3,0,0,0,0,0,38,13,50
SSC50066,0,11,0,11,0,20,3,25,0,4,0,6,0,9,0,9,0,14,0,17,0,15,3,22,0,22,3,21,0,17,0,23,0,16,4,19,0,3,0,3,0,0,0,0,0,128,20,151,0,13,0,17,0,16,3,17,0,10,0,10,0,8,0,8,0,22,3,21,0,20,3,23,0,22,3,23,0,16,3,22,0,9,0,11,0,3,0,3,0,0,0,0,3,141,13,159,0,24,3,27,0,39,4,42,0,17,0,17,0,17,0,18,0,32,0,37,0,34,9,41,0,43,3,45,0,38,7,42,0,24,7,30,0,7,0,7,0,0,0,0,3,269,35,304
SSC50067,0,6,0,8,0,7,0,7,0,4,0,4,0,13,0,13,0,53,0,54,0,36,0,36,0,28,3,28,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,154,12,167,0,3,0,3,0,12,0,12,0,0,0,0,0,0,0,0,0,20,0,20,0,4,0,4,0,9,0,9,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,51,0,8,0,13,0,16,0,16,0,11,0,11,0,13,0,13,0,71,0,71,0,40,0,45,0,35,3,35,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,201,12,215
SSC50068,3,68,3,70,4,117,9,131,0,73,9,83,0,74,0,74,0,176,18,198,3,132,11,142,0,134,16,148,0,110,4,120,0,68,7,74,0,21,4,19,0,3,0,6,18,974,82,1067,0,56,5,65,0,99,9,105,0,63,3,69,0,82,4,84,5,169,11,184,3,126,4,133,6,132,8,143,7,121,3,130,3,57,3,74,3,14,3,20,4,7,0,14,37,921,61,1019,3,124,7,133,6,217,16,236,0,136,11,151,0,152,4,159,4,345,30,379,8,253,14,278,6,265,25,296,4,230,16,249,6,127,9,145,6,33,7,42,7,7,0,17,47,1894,144,2085
SSC50069,12,506,40,560,34,701,24,762,11,276,24,309,8,314,31,354,9,1020,84,1116,4,671,47,721,6,402,36,445,17,182,18,215,8,55,7,68,0,23,0,22,3,3,0,3,122,4156,309,4578,10,476,20,504,17,679,45,739,9,279,16,303,3,350,21,380,7,1124,80,1209,5,716,31,758,18,429,32,473,13,231,22,269,12,89,0,104,9,20,0,26,5,5,0,12,106,4397,270,4775,19,975,62,1058,52,1380,66,1498,17,553,43,614,9,670,53,732,19,2140,162,2323,13,1391,81,1485,28,827,64,922,30,416,39,480,21,145,12,174,7,38,3,52,9,10,0,15,225,8548,578,9350
