SSC_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC50001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,5,4,8,0,6,0,35
SSC50002,3,5,0,0,6,3,3,0,0,30,0,3,0,0,3,0,0,3,3,13,35,90,66,81,83,82,53,95,4,587
SSC50003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15,3,0,3,10,0,50
SSC50004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,6,3,20
SSC50005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,8,0,27
SSC50006,0,4,4,7,8,3,4,0,0,22,0,4,0,10,0,0,0,4,5,24,24,105,72,108,95,98,64,93,5,670
SSC50007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,3,0,13,0,32
SSC50008,7,36,20,29,39,45,11,35,0,229,7,19,18,20,46,47,6,25,47,226,111,476,358,457,833,668,320,517,81,3819
SSC50009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,4
SSC50010,0,13,3,5,3,11,0,3,0,41,0,9,4,0,5,5,3,7,3,42,43,169,140,133,160,249,108,229,15,1245
SSC50011,4,23,12,22,31,32,24,17,3,166,3,6,6,14,24,25,10,18,23,128,150,283,283,328,692,648,316,523,47,3263
SSC50012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,15
SSC50013,0,3,0,0,0,4,0,3,0,14,0,0,0,0,0,3,0,0,3,8,13,33,29,19,37,27,58,41,4,274
SSC50014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,11,9,0,3,9,4,22,0,62
SSC50015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC50016,0,0,3,0,0,0,0,0,3,13,0,0,0,0,0,0,0,3,0,8,15,22,24,30,36,36,17,43,7,235
SSC50017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,7,14,0,45
SSC50018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9
SSC50019,0,0,0,0,0,0,0,3,0,4,0,3,0,3,0,3,0,3,5,21,3,17,8,17,11,17,11,32,9,122
SSC50020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,0,4,7,0,33
SSC50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50022,0,9,7,15,12,19,14,17,0,91,10,18,8,16,15,25,13,44,19,153,93,520,331,374,382,601,280,619,28,3231
SSC50023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,9,0,11,0,30
SSC50024,0,7,8,6,12,12,4,3,0,48,3,13,17,12,7,20,3,7,9,97,73,325,255,203,296,370,189,310,21,2036
SSC50025,0,7,0,0,0,0,0,6,0,16,0,0,0,0,0,3,0,0,3,13,16,29,21,36,36,36,27,54,10,257
SSC50026,9,18,20,27,45,38,20,20,0,194,9,27,18,13,63,58,16,19,51,274,202,516,405,598,1108,781,454,562,122,4750
SSC50027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,3,11,0,27
SSC50028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SSC50029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,18,3,30
SSC50030,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,3,0,5,11,6,6,0,4,15,3,47
SSC50031,0,6,5,11,16,11,4,7,0,59,3,8,4,13,9,11,3,19,13,75,56,133,119,135,228,284,120,275,23,1380
SSC50032,0,5,3,4,15,9,4,8,0,53,0,4,3,4,10,14,5,3,5,59,38,117,115,141,259,220,100,174,17,1193
SSC50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50034,0,4,3,0,0,0,0,3,0,10,3,4,3,3,0,5,0,6,3,34,19,65,68,76,92,94,52,88,8,569
SSC50035,0,17,12,11,13,13,6,7,3,84,4,23,14,8,19,37,12,23,16,155,111,490,326,295,369,548,276,558,38,3015
SSC50036,4,26,21,19,38,22,12,14,4,165,11,24,14,21,27,55,24,36,26,228,153,569,502,507,854,941,471,660,64,4730
SSC50037,0,20,13,15,17,31,11,13,3,122,0,11,4,3,16,23,10,31,13,119,124,324,316,332,566,625,332,483,48,3139
SSC50038,0,0,0,0,3,0,0,4,0,15,3,3,3,0,0,3,0,0,3,20,44,100,51,74,54,67,25,71,14,498
SSC50039,3,35,28,31,39,43,25,35,3,250,13,26,10,15,31,47,21,37,45,242,288,790,613,683,1015,966,745,1173,102,6369
SSC50040,3,28,19,29,47,48,24,31,0,230,4,21,10,19,40,40,15,27,24,200,188,487,391,564,1058,1040,528,918,57,5241
SSC50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,9
SSC50043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,15,0,34
SSC50044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,7,0,14
SSC50045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,14,0,25
SSC50046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,9,0,13
SSC50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC50048,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,14,11,12,10,20,11,61,0,137
SSC50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
SSC50050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,0,3,3,20
SSC50051,0,0,0,4,8,3,3,3,0,22,0,5,0,3,3,3,6,5,4,31,32,56,41,46,91,88,62,80,10,505
SSC50052,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,4,4,9,8,8,15,19,9,12,0,87
SSC50053,8,19,19,37,42,34,28,18,3,210,8,21,22,11,39,46,21,22,42,240,172,524,521,527,966,948,459,592,86,4791
SSC50054,26,74,57,50,99,124,63,89,3,584,30,56,43,36,113,115,54,102,76,620,695,1428,1246,1434,2725,2715,1544,2715,203,14701
SSC50055,5,35,32,24,50,42,22,16,3,224,11,43,29,19,66,69,24,24,67,344,156,567,590,578,1263,951,444,568,135,5254
SSC50056,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,3,9,17,43,22,30,28,27,19,42,4,232
SSC50057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6
SSC50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,8,0,4,3,5,3,33
SSC50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50061,11,66,45,50,115,92,37,43,4,447,10,48,40,36,102,96,31,43,79,493,315,1152,912,1065,1947,1601,759,1147,185,9088
SSC50062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,16
SSC50063,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,7,0,4,4,3,0,6,0,25
SSC50064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,4,0,0,7,0,17
SSC50065,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,7,0,25
SSC50066,0,0,0,0,3,0,3,0,0,10,0,0,0,3,0,4,0,0,3,11,19,10,16,22,22,25,21,27,4,166
SSC50067,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,7,10,3,5,101,0,133
SSC50068,4,9,6,12,12,12,5,15,0,70,0,3,4,5,9,15,0,9,4,47,42,136,111,105,204,217,92,202,13,1121
SSC50069,8,34,20,19,75,45,29,36,3,262,10,15,22,13,37,45,10,19,43,218,179,442,365,485,1061,895,432,588,99,4552
SSC50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,7,9,3,4,11,14,43,6,106
SSC50072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,0,16
SSC50073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,11
SSC50074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7
SSC50075,0,3,0,7,3,7,0,0,0,20,0,5,4,3,0,4,3,3,3,21,23,58,45,59,66,75,28,59,8,422
SSC50076,0,0,0,0,0,0,0,3,0,5,10,3,3,0,0,0,0,109,12,145,102,20,15,13,12,26,17,1316,25,1547
SSC50077,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,5,3,15,12,23,27,26,11,36,5,148
SSC50078,5,21,16,17,36,51,24,33,0,198,3,22,9,12,33,32,13,28,33,193,192,570,494,534,1012,977,508,735,74,5095
SSC50079,0,9,14,3,8,14,3,0,0,50,4,8,6,5,12,11,4,13,8,65,53,310,200,169,295,340,180,243,18,1803
SSC50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50081,0,9,4,9,10,14,6,37,0,81,3,12,3,9,14,15,6,35,16,116,90,148,114,140,255,340,285,612,32,2014
SSC50082,0,8,3,7,8,17,9,7,0,60,0,11,5,0,11,7,9,7,7,56,52,194,134,164,239,206,124,176,16,1300
SSC50083,7,27,34,38,52,52,21,43,0,270,9,40,30,18,46,76,18,57,48,326,224,826,767,764,1442,1434,735,1141,102,7420
SSC50084,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,6,4,3,0,18,26,73,54,67,117,104,69,102,4,613
SSC50085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,4,3,0,19,12,36,3,90
SSC50086,0,20,3,14,8,13,7,4,0,74,3,17,10,13,13,28,7,20,19,121,103,312,241,245,353,403,215,349,39,2267
SSC50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,7,0,9,0,35
SSC50089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,3,11,0,24
SSC50090,0,15,10,24,26,29,7,20,0,142,17,23,18,13,41,41,12,24,35,221,108,388,369,380,751,688,275,400,78,3432
SSC50091,8,9,7,16,14,26,19,21,0,108,3,9,10,15,13,35,15,16,7,124,105,302,301,270,479,548,274,403,26,2708
SSC50092,0,6,7,7,5,7,8,15,0,58,3,10,5,3,12,15,7,11,12,81,73,160,131,135,191,241,164,272,18,1386
SSC50093,6,21,14,28,46,38,28,30,0,216,5,25,16,9,39,43,16,20,36,212,114,496,399,476,968,707,308,458,69,3994
SSC50094,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,6,3,5,9,11,8,17,7,17,0,73
SSC50095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,8,3,3,0,20
SSC50096,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,0,0,5,4,16
SSC50097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,6,0,6,6,26,0,59
SSC50098,3,25,14,33,42,30,15,27,6,185,10,16,10,8,34,39,19,42,43,216,137,391,374,407,774,748,361,612,82,3878
SSC50099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,6,0,18
SSC50100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,6,6,9,5,4,26,0,69
SSC50101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,6,11,6,6,21,0,76
SSC50102,0,8,8,11,25,24,10,9,0,102,3,5,3,7,17,16,0,11,14,76,89,225,194,232,420,391,181,257,43,2032
SSC50103,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,3,14,0,20,12,10,18,22,14,19,3,113
SSC50104,0,13,6,7,10,7,9,9,0,57,3,4,3,8,3,9,0,10,3,38,27,74,68,103,134,121,62,100,9,710
SSC50105,0,18,16,14,32,35,19,22,0,151,4,7,14,19,28,26,10,26,27,163,128,312,323,337,681,634,299,480,61,3251
SSC50106,0,3,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,6,3,11,10,9,9,20,20,32,3,118
SSC50107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,16,13,9,13,15,18,3,30,3,110
SSC50108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,8
SSC50109,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,13,13,7,3,10,3,21,0,66
SSC50110,4,16,18,8,27,16,9,12,0,112,3,7,12,13,32,30,3,13,48,172,60,289,261,256,514,454,194,342,85,2469
SSC50111,4,20,21,12,22,25,11,5,0,124,3,21,28,15,23,25,10,12,35,170,107,533,525,330,587,509,189,255,86,3117
SSC50112,0,5,7,3,4,12,5,3,0,38,3,3,0,0,3,0,0,0,5,18,56,84,54,93,122,119,64,110,11,708
SSC50113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,0,19
SSC50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50115,3,8,12,15,23,30,8,10,0,113,6,12,10,6,15,32,10,17,22,125,119,304,235,283,617,563,253,450,49,2869
SSC50116,0,0,0,3,3,4,0,0,0,12,0,0,0,0,0,3,4,6,0,12,16,58,32,48,41,70,33,89,12,390
SSC50117,3,18,16,16,31,28,12,13,0,142,0,15,4,7,25,15,9,13,17,103,106,378,306,324,556,570,258,408,52,2956
SSC50118,3,0,0,0,0,5,3,0,0,8,0,3,0,0,0,4,3,0,0,14,13,40,53,26,32,57,32,57,0,315
SSC50119,4,15,7,6,24,13,4,8,0,89,5,15,13,14,14,28,7,30,22,142,114,478,353,317,453,563,270,537,45,3133
SSC50120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50121,0,0,4,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,5,15,8,9,15,9,0,8,3,81
SSC50122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,10,0,12
SSC50123,0,4,0,7,3,4,0,14,0,34,0,0,0,4,4,3,0,4,3,26,37,42,54,87,152,131,87,122,23,735
SSC50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50125,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,10,6,9,0,34
SSC50126,0,4,0,0,3,3,0,0,0,17,3,3,4,3,0,12,0,3,3,26,24,51,52,58,55,74,29,118,7,474
SSC50127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC50129,0,3,3,4,0,3,0,4,0,22,0,5,0,3,3,3,3,3,3,24,38,62,57,71,83,66,54,112,16,556
SSC50130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,3,30,0,45
SSC50131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,3,3,3,3,0,33
SSC50132,0,0,0,0,8,4,0,0,0,12,0,0,0,3,0,3,0,0,4,25,20,65,48,58,101,89,49,81,14,532
SSC50133,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,11,9,0,4,0,4,7,0,35
SSC50134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,10,4,0,23
SSC50135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,14
SSC50136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,16,0,32
SSC50137,0,0,0,0,0,3,0,3,0,17,0,0,0,0,3,3,0,0,3,17,44,59,52,37,40,67,50,166,16,523
SSC50138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,9
SSC50139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,15,0,25
SSC50140,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,12,3,10,4,8,5,19,0,77
SSC50141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,15
SSC50142,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,4,3,9,5,15,9,13,8,23,3,94
SSC50143,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,4,0,5,5,11,7,12,5,30,3,78
SSC50144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,6,4,11,10,0,51
SSC50146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,10,0,25
SSC50147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50148,0,18,13,9,12,19,11,7,0,79,4,23,13,4,14,21,9,11,12,113,76,374,306,272,373,443,236,361,32,2477
SSC50149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC50150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,3,6,0,8,3,12,0,43
SSC50152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,15
SSC50153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,20
SSC50154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,4,4,5,0,28
SSC50156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,9,0,21
SSC50157,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,10,5,3,5,3,10,0,47
SSC50158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,7,17,0,38
SSC50159,4,9,7,6,14,13,21,46,4,129,9,9,8,9,9,17,13,21,22,105,91,185,141,201,291,331,273,672,57,2238
SSC50160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,9,0,5,0,29
SSC50161,0,0,0,3,0,3,0,3,0,7,0,0,0,0,0,3,0,3,0,20,24,38,51,33,39,45,17,57,4,302
SSC50162,0,3,0,4,3,0,0,0,0,14,0,0,0,0,0,0,0,0,3,9,13,38,28,32,25,27,19,39,0,222
SSC50163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,0,13,0,32
SSC50164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,6,4,8,0,38
SSC50165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,4,6,10,3,11,3,17,0,53
SSC50166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,3,24
SSC50167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,4,3,24,0,41
SSC50168,0,3,3,0,0,8,9,0,0,16,0,3,3,4,0,3,0,4,0,16,8,52,40,49,53,57,23,66,3,355
SSC50169,0,3,3,0,3,8,0,5,0,18,0,3,0,4,4,5,0,5,3,26,38,64,65,101,88,87,53,117,8,613
SSC50170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12
SSC50171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,16
SSC50172,4,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,3,4,12,29,51,28,49,30,41,22,73,6,340
SSC50173,7,7,5,12,21,10,6,12,0,79,4,3,7,0,30,17,7,17,9,91,62,125,141,181,506,393,195,271,21,1900
SSC50174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,4,8,3,0,0,7,0,40
SSC50175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,3,0,3,0,19
SSC50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,3,0,17
SSC50177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,28,10,18,12,43,9,58,0,184
SSC50178,0,3,3,9,5,0,0,4,0,29,0,3,0,0,3,10,0,3,3,32,30,118,87,102,161,186,88,125,7,910
SSC50179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50180,0,8,7,10,5,3,6,4,0,43,4,12,3,6,4,4,0,5,7,48,53,182,147,152,160,143,92,180,20,1118
SSC50181,0,5,0,3,3,3,3,3,0,13,0,3,0,3,0,3,0,3,0,16,12,70,49,48,38,82,32,82,3,424
SSC50182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,15
SSC50183,4,11,0,0,12,13,9,12,0,59,0,3,7,4,3,6,4,9,18,56,89,234,180,207,252,240,151,250,28,1632
SSC50184,3,0,3,3,3,0,3,13,0,24,0,0,4,3,0,0,0,3,0,14,19,32,35,23,36,80,53,138,7,427
SSC50185,0,0,0,3,0,3,0,0,0,13,0,0,0,0,3,0,0,0,6,12,34,17,18,39,69,72,53,69,11,386
SSC50186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
SSC50187,0,0,0,3,10,5,4,0,0,38,0,13,0,3,17,9,3,9,21,74,49,122,93,132,276,185,115,125,26,1115
SSC50188,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,4,11,8,13,11,15,19,11,34,0,125
SSC50189,0,3,0,0,3,5,0,0,0,12,0,0,0,0,0,0,0,3,3,10,17,32,19,39,25,27,20,88,3,271
SSC50190,0,4,5,11,21,12,8,15,5,82,11,9,3,7,14,18,4,12,15,87,78,140,112,195,336,279,141,327,39,1657
SSC50191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,7,7,6,8,25,4,72
SSC50192,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,8,7,9,9,17,12,17,10,16,3,83
SSC50193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,3,13,10,8,6,13,9,25,3,79
SSC50194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,7,6,7,11,13,7,18,0,67
SSC50196,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,6,0,3,0,7,14,31,19,31,13,74,25,86,3,296
SSC50197,3,0,0,3,7,7,0,3,0,21,0,3,0,0,0,4,7,8,3,26,30,57,46,63,77,63,38,92,15,478
SSC50198,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11
SSC50199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,18
SSC50200,6,0,3,3,11,10,3,20,0,61,3,6,6,6,8,16,9,28,13,91,63,93,77,115,190,207,258,438,20,1459
SSC50201,0,19,19,13,21,25,5,15,0,116,3,10,10,11,28,33,11,24,17,140,92,500,403,367,554,674,297,443,28,3368
SSC50202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7
SSC50203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,5,4,3,4,20,3,51
SSC50204,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,4,3,12,5,7,9,0,52
SSC50205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,0,13
SSC50206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
